filename,Anthracnose,Bacterial Canker,Cutting Weevil,Die Back,Gall Midge,Healthy,Powdery Mildew,Sooty Mould,uploads
synthetic_Sooty Mould_Healthy_432.jpg,0,0,0,0,0,1,0,1,0
synthetic_Cutting Weevil_Gall Midge_1871.jpg,0,0,1,0,1,0,0,0,0
synthetic_Healthy_Sooty Mould_1248.jpg,0,0,0,0,0,1,0,1,0
synthetic_Cutting Weevil_Powdery Mildew_1738.jpg,0,0,1,0,0,0,1,0,0
synthetic_Cutting Weevil_Sooty Mould_1061.jpg,0,0,1,0,0,0,0,1,0
synthetic_Healthy_Anthracnose_735.jpg,1,0,0,0,0,1,0,0,0
synthetic_Powdery Mildew_uploads_775.jpg,0,0,0,0,0,0,1,0,1
synthetic_Healthy_uploads_1179.jpg,0,0,0,0,0,1,0,0,1
synthetic_Gall Midge_Cutting Weevil_36.jpg,0,0,1,0,1,0,0,0,0
synthetic_Healthy_Sooty Mould_1739.jpg,0,0,0,0,0,1,0,1,0
synthetic_Healthy_Gall Midge_771.jpg,0,0,0,0,1,1,0,0,0
synthetic_Anthracnose_Sooty Mould_1825.jpg,1,0,0,0,0,0,0,1,0
synthetic_Bacterial Canker_Anthracnose_466.jpg,1,1,0,0,0,0,0,0,0
synthetic_uploads_Gall Midge_1860.jpg,0,0,0,0,1,0,0,0,1
synthetic_Gall Midge_Die Back_834.jpg,0,0,0,1,1,0,0,0,0
synthetic_Gall Midge_Anthracnose_709.jpg,1,0,0,0,1,0,0,0,0
synthetic_Gall Midge_Sooty Mould_1613.jpg,0,0,0,0,1,0,0,1,0
synthetic_Sooty Mould_Cutting Weevil_1785.jpg,0,0,1,0,0,0,0,1,0
synthetic_Powdery Mildew_uploads_921.jpg,0,0,0,0,0,0,1,0,1
synthetic_Gall Midge_Powdery Mildew_1816.jpg,0,0,0,0,1,0,1,0,0
synthetic_Bacterial Canker_Die Back_52.jpg,0,1,0,1,0,0,0,0,0
synthetic_Bacterial Canker_uploads_1211.jpg,0,1,0,0,0,0,0,0,1
synthetic_uploads_Sooty Mould_1866.jpg,0,0,0,0,0,0,0,1,1
synthetic_Anthracnose_Die Back_1310.jpg,1,0,0,1,0,0,0,0,0
synthetic_uploads_Sooty Mould_1671.jpg,0,0,0,0,0,0,0,1,1
synthetic_Bacterial Canker_Powdery Mildew_1861.jpg,0,1,0,0,0,0,1,0,0
synthetic_Die Back_Healthy_1050.jpg,0,0,0,1,0,1,0,0,0
synthetic_Gall Midge_Powdery Mildew_1969.jpg,0,0,0,0,1,0,1,0,0
synthetic_Sooty Mould_Die Back_529.jpg,0,0,0,1,0,0,0,1,0
synthetic_Bacterial Canker_Die Back_1732.jpg,0,1,0,1,0,0,0,0,0
synthetic_Gall Midge_uploads_1973.jpg,0,0,0,0,1,0,0,0,1
synthetic_Gall Midge_Cutting Weevil_732.jpg,0,0,1,0,1,0,0,0,0
synthetic_Die Back_Gall Midge_1635.jpg,0,0,0,1,1,0,0,0,0
synthetic_Healthy_Die Back_211.jpg,0,0,0,1,0,1,0,0,0
synthetic_Gall Midge_Anthracnose_361.jpg,1,0,0,0,1,0,0,0,0
synthetic_Gall Midge_Bacterial Canker_41.jpg,0,1,0,0,1,0,0,0,0
synthetic_Anthracnose_Healthy_1500.jpg,1,0,0,0,0,1,0,0,0
synthetic_Bacterial Canker_Powdery Mildew_200.jpg,0,1,0,0,0,0,1,0,0
synthetic_Sooty Mould_uploads_886.jpg,0,0,0,0,0,0,0,1,1
synthetic_Bacterial Canker_Anthracnose_1596.jpg,1,1,0,0,0,0,0,0,0
synthetic_Healthy_uploads_1602.jpg,0,0,0,0,0,1,0,0,1
synthetic_Healthy_Anthracnose_801.jpg,1,0,0,0,0,1,0,0,0
synthetic_Anthracnose_Healthy_1097.jpg,1,0,0,0,0,1,0,0,0
synthetic_Healthy_Gall Midge_1522.jpg,0,0,0,0,1,1,0,0,0
synthetic_Powdery Mildew_Gall Midge_1662.jpg,0,0,0,0,1,0,1,0,0
synthetic_Die Back_Gall Midge_64.jpg,0,0,0,1,1,0,0,0,0
synthetic_uploads_Sooty Mould_1851.jpg,0,0,0,0,0,0,0,1,1
synthetic_Powdery Mildew_Gall Midge_821.jpg,0,0,0,0,1,0,1,0,0
synthetic_Sooty Mould_Powdery Mildew_72.jpg,0,0,0,0,0,0,1,1,0
synthetic_Healthy_Powdery Mildew_996.jpg,0,0,0,0,0,1,1,0,0
synthetic_Bacterial Canker_Gall Midge_1606.jpg,0,1,0,0,1,0,0,0,0
synthetic_Bacterial Canker_Powdery Mildew_396.jpg,0,1,0,0,0,0,1,0,0
synthetic_Anthracnose_Gall Midge_1351.jpg,1,0,0,0,1,0,0,0,0
synthetic_Healthy_uploads_161.jpg,0,0,0,0,0,1,0,0,1
synthetic_Die Back_Powdery Mildew_1279.jpg,0,0,0,1,0,0,1,0,0
synthetic_Anthracnose_Gall Midge_813.jpg,1,0,0,0,1,0,0,0,0
synthetic_Sooty Mould_Healthy_645.jpg,0,0,0,0,0,1,0,1,0
synthetic_Healthy_Cutting Weevil_6.jpg,0,0,1,0,0,1,0,0,0
synthetic_Healthy_Gall Midge_667.jpg,0,0,0,0,1,1,0,0,0
synthetic_Bacterial Canker_Anthracnose_327.jpg,1,1,0,0,0,0,0,0,0
synthetic_Healthy_Cutting Weevil_25.jpg,0,0,1,0,0,1,0,0,0
synthetic_Die Back_Anthracnose_341.jpg,1,0,0,1,0,0,0,0,0
synthetic_Gall Midge_Die Back_1356.jpg,0,0,0,1,1,0,0,0,0
synthetic_Sooty Mould_Bacterial Canker_375.jpg,0,1,0,0,0,0,0,1,0
synthetic_Gall Midge_Bacterial Canker_392.jpg,0,1,0,0,1,0,0,0,0
synthetic_Cutting Weevil_Die Back_577.jpg,0,0,1,1,0,0,0,0,0
synthetic_Cutting Weevil_uploads_1039.jpg,0,0,1,0,0,0,0,0,1
synthetic_Die Back_uploads_776.jpg,0,0,0,1,0,0,0,0,1
synthetic_Bacterial Canker_Gall Midge_757.jpg,0,1,0,0,1,0,0,0,0
synthetic_Sooty Mould_Cutting Weevil_1430.jpg,0,0,1,0,0,0,0,1,0
synthetic_Anthracnose_Bacterial Canker_1675.jpg,1,1,0,0,0,0,0,0,0
synthetic_Anthracnose_Gall Midge_1255.jpg,1,0,0,0,1,0,0,0,0
synthetic_Die Back_Anthracnose_1128.jpg,1,0,0,1,0,0,0,0,0
synthetic_Bacterial Canker_Die Back_1863.jpg,0,1,0,1,0,0,0,0,0
synthetic_Die Back_Powdery Mildew_784.jpg,0,0,0,1,0,0,1,0,0
synthetic_Gall Midge_Die Back_405.jpg,0,0,0,1,1,0,0,0,0
synthetic_Die Back_Cutting Weevil_1985.jpg,0,0,1,1,0,0,0,0,0
synthetic_Die Back_Healthy_968.jpg,0,0,0,1,0,1,0,0,0
synthetic_Anthracnose_Bacterial Canker_1688.jpg,1,1,0,0,0,0,0,0,0
synthetic_Bacterial Canker_Die Back_55.jpg,0,1,0,1,0,0,0,0,0
synthetic_Sooty Mould_Anthracnose_895.jpg,1,0,0,0,0,0,0,1,0
synthetic_Anthracnose_Bacterial Canker_1847.jpg,1,1,0,0,0,0,0,0,0
synthetic_Sooty Mould_Healthy_1831.jpg,0,0,0,0,0,1,0,1,0
synthetic_uploads_Die Back_484.jpg,0,0,0,1,0,0,0,0,1
synthetic_Bacterial Canker_Powdery Mildew_421.jpg,0,1,0,0,0,0,1,0,0
synthetic_Gall Midge_Cutting Weevil_1443.jpg,0,0,1,0,1,0,0,0,0
synthetic_Cutting Weevil_Gall Midge_530.jpg,0,0,1,0,1,0,0,0,0
synthetic_Gall Midge_uploads_170.jpg,0,0,0,0,1,0,0,0,1
synthetic_Die Back_Powdery Mildew_34.jpg,0,0,0,1,0,0,1,0,0
synthetic_Anthracnose_Sooty Mould_1934.jpg,1,0,0,0,0,0,0,1,0
synthetic_Anthracnose_Gall Midge_148.jpg,1,0,0,0,1,0,0,0,0
synthetic_Powdery Mildew_Sooty Mould_1506.jpg,0,0,0,0,0,0,1,1,0
synthetic_Healthy_Cutting Weevil_145.jpg,0,0,1,0,0,1,0,0,0
synthetic_Healthy_uploads_733.jpg,0,0,0,0,0,1,0,0,1
synthetic_Sooty Mould_Cutting Weevil_1449.jpg,0,0,1,0,0,0,0,1,0
synthetic_Bacterial Canker_uploads_1904.jpg,0,1,0,0,0,0,0,0,1
synthetic_Die Back_Cutting Weevil_1228.jpg,0,0,1,1,0,0,0,0,0
synthetic_Die Back_Sooty Mould_1423.jpg,0,0,0,1,0,0,0,1,0
synthetic_Healthy_Anthracnose_654.jpg,1,0,0,0,0,1,0,0,0
synthetic_Healthy_Anthracnose_487.jpg,1,0,0,0,0,1,0,0,0
synthetic_uploads_Powdery Mildew_807.jpg,0,0,0,0,0,0,1,0,1
synthetic_Healthy_Sooty Mould_210.jpg,0,0,0,0,0,1,0,1,0
synthetic_Die Back_Bacterial Canker_230.jpg,0,1,0,1,0,0,0,0,0
synthetic_uploads_Gall Midge_586.jpg,0,0,0,0,1,0,0,0,1
synthetic_Cutting Weevil_Sooty Mould_1225.jpg,0,0,1,0,0,0,0,1,0
synthetic_Anthracnose_uploads_1750.jpg,1,0,0,0,0,0,0,0,1
synthetic_uploads_Sooty Mould_877.jpg,0,0,0,0,0,0,0,1,1
synthetic_Bacterial Canker_Die Back_1381.jpg,0,1,0,1,0,0,0,0,0
synthetic_Powdery Mildew_Healthy_1614.jpg,0,0,0,0,0,1,1,0,0
synthetic_Die Back_Sooty Mould_787.jpg,0,0,0,1,0,0,0,1,0
synthetic_Sooty Mould_Gall Midge_885.jpg,0,0,0,0,1,0,0,1,0
synthetic_Sooty Mould_Cutting Weevil_1582.jpg,0,0,1,0,0,0,0,1,0
synthetic_Cutting Weevil_Powdery Mildew_970.jpg,0,0,1,0,0,0,1,0,0
synthetic_Gall Midge_Powdery Mildew_1389.jpg,0,0,0,0,1,0,1,0,0
synthetic_Sooty Mould_Die Back_1086.jpg,0,0,0,1,0,0,0,1,0
synthetic_uploads_Powdery Mildew_1817.jpg,0,0,0,0,0,0,1,0,1
synthetic_Healthy_uploads_884.jpg,0,0,0,0,0,1,0,0,1
synthetic_Cutting Weevil_Die Back_1743.jpg,0,0,1,1,0,0,0,0,0
synthetic_Anthracnose_Healthy_1492.jpg,1,0,0,0,0,1,0,0,0
synthetic_Die Back_Gall Midge_829.jpg,0,0,0,1,1,0,0,0,0
synthetic_uploads_Gall Midge_219.jpg,0,0,0,0,1,0,0,0,1
synthetic_Gall Midge_Anthracnose_160.jpg,1,0,0,0,1,0,0,0,0
synthetic_Anthracnose_Cutting Weevil_1045.jpg,1,0,1,0,0,0,0,0,0
synthetic_Gall Midge_Cutting Weevil_167.jpg,0,0,1,0,1,0,0,0,0
synthetic_Sooty Mould_Powdery Mildew_1945.jpg,0,0,0,0,0,0,1,1,0
synthetic_Cutting Weevil_Sooty Mould_1416.jpg,0,0,1,0,0,0,0,1,0
synthetic_Sooty Mould_Gall Midge_693.jpg,0,0,0,0,1,0,0,1,0
synthetic_Sooty Mould_Healthy_1624.jpg,0,0,0,0,0,1,0,1,0
synthetic_Sooty Mould_Powdery Mildew_326.jpg,0,0,0,0,0,0,1,1,0
synthetic_Die Back_Cutting Weevil_1348.jpg,0,0,1,1,0,0,0,0,0
synthetic_Die Back_Bacterial Canker_1264.jpg,0,1,0,1,0,0,0,0,0
synthetic_Cutting Weevil_Die Back_353.jpg,0,0,1,1,0,0,0,0,0
synthetic_Gall Midge_uploads_980.jpg,0,0,0,0,1,0,0,0,1
synthetic_Bacterial Canker_Sooty Mould_592.jpg,0,1,0,0,0,0,0,1,0
synthetic_Healthy_Die Back_1309.jpg,0,0,0,1,0,1,0,0,0
synthetic_Cutting Weevil_Sooty Mould_1832.jpg,0,0,1,0,0,0,0,1,0
synthetic_Die Back_Powdery Mildew_1539.jpg,0,0,0,1,0,0,1,0,0
synthetic_Anthracnose_Gall Midge_78.jpg,1,0,0,0,1,0,0,0,0
synthetic_Anthracnose_Gall Midge_1360.jpg,1,0,0,0,1,0,0,0,0
synthetic_Sooty Mould_uploads_1653.jpg,0,0,0,0,0,0,0,1,1
synthetic_Powdery Mildew_uploads_389.jpg,0,0,0,0,0,0,1,0,1
synthetic_Die Back_Healthy_975.jpg,0,0,0,1,0,1,0,0,0
synthetic_Healthy_Gall Midge_1076.jpg,0,0,0,0,1,1,0,0,0
synthetic_Gall Midge_Sooty Mould_643.jpg,0,0,0,0,1,0,0,1,0
synthetic_Sooty Mould_Bacterial Canker_770.jpg,0,1,0,0,0,0,0,1,0
synthetic_Die Back_Cutting Weevil_840.jpg,0,0,1,1,0,0,0,0,0
synthetic_uploads_Anthracnose_621.jpg,1,0,0,0,0,0,0,0,1
synthetic_Die Back_Anthracnose_1363.jpg,1,0,0,1,0,0,0,0,0
synthetic_Cutting Weevil_Anthracnose_89.jpg,1,0,1,0,0,0,0,0,0
synthetic_Gall Midge_Sooty Mould_1138.jpg,0,0,0,0,1,0,0,1,0
synthetic_Powdery Mildew_Gall Midge_1721.jpg,0,0,0,0,1,0,1,0,0
synthetic_Healthy_Sooty Mould_1227.jpg,0,0,0,0,0,1,0,1,0
synthetic_Healthy_Gall Midge_205.jpg,0,0,0,0,1,1,0,0,0
synthetic_Powdery Mildew_uploads_862.jpg,0,0,0,0,0,0,1,0,1
synthetic_Healthy_Cutting Weevil_1544.jpg,0,0,1,0,0,1,0,0,0
synthetic_Cutting Weevil_Healthy_1021.jpg,0,0,1,0,0,1,0,0,0
synthetic_Sooty Mould_Die Back_681.jpg,0,0,0,1,0,0,0,1,0
synthetic_uploads_Healthy_20.jpg,0,0,0,0,0,1,0,0,1
synthetic_Cutting Weevil_Gall Midge_721.jpg,0,0,1,0,1,0,0,0,0
synthetic_Gall Midge_Anthracnose_458.jpg,1,0,0,0,1,0,0,0,0
synthetic_Cutting Weevil_Gall Midge_168.jpg,0,0,1,0,1,0,0,0,0
synthetic_Healthy_Bacterial Canker_1242.jpg,0,1,0,0,0,1,0,0,0
synthetic_Healthy_Bacterial Canker_827.jpg,0,1,0,0,0,1,0,0,0
synthetic_Powdery Mildew_Cutting Weevil_1841.jpg,0,0,1,0,0,0,1,0,0
synthetic_Die Back_Gall Midge_1504.jpg,0,0,0,1,1,0,0,0,0
synthetic_Die Back_Powdery Mildew_647.jpg,0,0,0,1,0,0,1,0,0
synthetic_Sooty Mould_Die Back_1925.jpg,0,0,0,1,0,0,0,1,0
synthetic_Gall Midge_uploads_624.jpg,0,0,0,0,1,0,0,0,1
synthetic_Healthy_Powdery Mildew_111.jpg,0,0,0,0,0,1,1,0,0
synthetic_Gall Midge_Cutting Weevil_1439.jpg,0,0,1,0,1,0,0,0,0
synthetic_Cutting Weevil_Anthracnose_1441.jpg,1,0,1,0,0,0,0,0,0
synthetic_Healthy_uploads_969.jpg,0,0,0,0,0,1,0,0,1
synthetic_Cutting Weevil_Healthy_820.jpg,0,0,1,0,0,1,0,0,0
synthetic_Anthracnose_Cutting Weevil_1609.jpg,1,0,1,0,0,0,0,0,0
synthetic_Gall Midge_uploads_1262.jpg,0,0,0,0,1,0,0,0,1
synthetic_Gall Midge_uploads_1182.jpg,0,0,0,0,1,0,0,0,1
synthetic_Cutting Weevil_Gall Midge_154.jpg,0,0,1,0,1,0,0,0,0
synthetic_Powdery Mildew_Cutting Weevil_372.jpg,0,0,1,0,0,0,1,0,0
synthetic_Powdery Mildew_Cutting Weevil_1295.jpg,0,0,1,0,0,0,1,0,0
synthetic_Cutting Weevil_Sooty Mould_481.jpg,0,0,1,0,0,0,0,1,0
synthetic_Powdery Mildew_Gall Midge_978.jpg,0,0,0,0,1,0,1,0,0
synthetic_Healthy_Sooty Mould_997.jpg,0,0,0,0,0,1,0,1,0
synthetic_Powdery Mildew_Die Back_423.jpg,0,0,0,1,0,0,1,0,0
synthetic_Anthracnose_Die Back_30.jpg,1,0,0,1,0,0,0,0,0
synthetic_uploads_Gall Midge_1617.jpg,0,0,0,0,1,0,0,0,1
synthetic_Powdery Mildew_uploads_610.jpg,0,0,0,0,0,0,1,0,1
synthetic_Healthy_Gall Midge_1556.jpg,0,0,0,0,1,1,0,0,0
synthetic_Powdery Mildew_uploads_578.jpg,0,0,0,0,0,0,1,0,1
synthetic_Anthracnose_Gall Midge_381.jpg,1,0,0,0,1,0,0,0,0
synthetic_Powdery Mildew_Gall Midge_1153.jpg,0,0,0,0,1,0,1,0,0
synthetic_Die Back_Bacterial Canker_1038.jpg,0,1,0,1,0,0,0,0,0
synthetic_Bacterial Canker_Sooty Mould_1206.jpg,0,1,0,0,0,0,0,1,0
synthetic_Sooty Mould_uploads_1598.jpg,0,0,0,0,0,0,0,1,1
synthetic_Sooty Mould_Cutting Weevil_108.jpg,0,0,1,0,0,0,0,1,0
synthetic_uploads_Gall Midge_1287.jpg,0,0,0,0,1,0,0,0,1
synthetic_Healthy_Gall Midge_309.jpg,0,0,0,0,1,1,0,0,0
synthetic_Cutting Weevil_Anthracnose_1888.jpg,1,0,1,0,0,0,0,0,0
synthetic_Die Back_Healthy_156.jpg,0,0,0,1,0,1,0,0,0
synthetic_Anthracnose_Gall Midge_641.jpg,1,0,0,0,1,0,0,0,0
synthetic_Anthracnose_uploads_1290.jpg,1,0,0,0,0,0,0,0,1
synthetic_Sooty Mould_uploads_764.jpg,0,0,0,0,0,0,0,1,1
synthetic_Powdery Mildew_Gall Midge_627.jpg,0,0,0,0,1,0,1,0,0
synthetic_Sooty Mould_Anthracnose_1790.jpg,1,0,0,0,0,0,0,1,0
synthetic_Bacterial Canker_Anthracnose_581.jpg,1,1,0,0,0,0,0,0,0
synthetic_Die Back_Bacterial Canker_179.jpg,0,1,0,1,0,0,0,0,0
synthetic_Sooty Mould_Powdery Mildew_32.jpg,0,0,0,0,0,0,1,1,0
synthetic_Anthracnose_Healthy_1464.jpg,1,0,0,0,0,1,0,0,0
synthetic_uploads_Anthracnose_981.jpg,1,0,0,0,0,0,0,0,1
synthetic_Healthy_Anthracnose_1951.jpg,1,0,0,0,0,1,0,0,0
synthetic_Bacterial Canker_Cutting Weevil_157.jpg,0,1,1,0,0,0,0,0,0
synthetic_Sooty Mould_Powdery Mildew_1592.jpg,0,0,0,0,0,0,1,1,0
synthetic_Gall Midge_Die Back_507.jpg,0,0,0,1,1,0,0,0,0
synthetic_Die Back_Powdery Mildew_296.jpg,0,0,0,1,0,0,1,0,0
synthetic_uploads_Gall Midge_553.jpg,0,0,0,0,1,0,0,0,1
synthetic_Bacterial Canker_Gall Midge_1270.jpg,0,1,0,0,1,0,0,0,0
synthetic_Gall Midge_Healthy_455.jpg,0,0,0,0,1,1,0,0,0
synthetic_Anthracnose_Sooty Mould_300.jpg,1,0,0,0,0,0,0,1,0
synthetic_uploads_Anthracnose_1806.jpg,1,0,0,0,0,0,0,0,1
synthetic_Healthy_Sooty Mould_280.jpg,0,0,0,0,0,1,0,1,0
synthetic_Bacterial Canker_Anthracnose_1151.jpg,1,1,0,0,0,0,0,0,0
synthetic_Gall Midge_Healthy_1701.jpg,0,0,0,0,1,1,0,0,0
synthetic_Healthy_Gall Midge_1829.jpg,0,0,0,0,1,1,0,0,0
synthetic_Sooty Mould_Healthy_755.jpg,0,0,0,0,0,1,0,1,0
synthetic_Die Back_Powdery Mildew_1770.jpg,0,0,0,1,0,0,1,0,0
synthetic_Healthy_Cutting Weevil_183.jpg,0,0,1,0,0,1,0,0,0
synthetic_uploads_Powdery Mildew_254.jpg,0,0,0,0,0,0,1,0,1
synthetic_Anthracnose_Healthy_1896.jpg,1,0,0,0,0,1,0,0,0
synthetic_uploads_Bacterial Canker_706.jpg,0,1,0,0,0,0,0,0,1
synthetic_Gall Midge_Sooty Mould_1705.jpg,0,0,0,0,1,0,0,1,0
synthetic_Bacterial Canker_Healthy_561.jpg,0,1,0,0,0,1,0,0,0
synthetic_Sooty Mould_Die Back_428.jpg,0,0,0,1,0,0,0,1,0
synthetic_Anthracnose_Powdery Mildew_412.jpg,1,0,0,0,0,0,1,0,0
synthetic_Cutting Weevil_Gall Midge_1066.jpg,0,0,1,0,1,0,0,0,0
synthetic_Cutting Weevil_Gall Midge_46.jpg,0,0,1,0,1,0,0,0,0
synthetic_uploads_Healthy_725.jpg,0,0,0,0,0,1,0,0,1
synthetic_uploads_Powdery Mildew_865.jpg,0,0,0,0,0,0,1,0,1
synthetic_Gall Midge_Healthy_825.jpg,0,0,0,0,1,1,0,0,0
synthetic_Cutting Weevil_uploads_1590.jpg,0,0,1,0,0,0,0,0,1
synthetic_uploads_Powdery Mildew_1088.jpg,0,0,0,0,0,0,1,0,1
synthetic_Sooty Mould_Die Back_1756.jpg,0,0,0,1,0,0,0,1,0
synthetic_uploads_Powdery Mildew_823.jpg,0,0,0,0,0,0,1,0,1
synthetic_Healthy_Bacterial Canker_242.jpg,0,1,0,0,0,1,0,0,0
synthetic_Anthracnose_Healthy_856.jpg,1,0,0,0,0,1,0,0,0
synthetic_Anthracnose_Sooty Mould_442.jpg,1,0,0,0,0,0,0,1,0
synthetic_uploads_Gall Midge_1346.jpg,0,0,0,0,1,0,0,0,1
synthetic_Healthy_Anthracnose_1634.jpg,1,0,0,0,0,1,0,0,0
synthetic_Cutting Weevil_Bacterial Canker_1668.jpg,0,1,1,0,0,0,0,0,0
synthetic_Cutting Weevil_Anthracnose_699.jpg,1,0,1,0,0,0,0,0,0
synthetic_Gall Midge_Cutting Weevil_747.jpg,0,0,1,0,1,0,0,0,0
synthetic_Bacterial Canker_Powdery Mildew_448.jpg,0,1,0,0,0,0,1,0,0
synthetic_Cutting Weevil_Sooty Mould_918.jpg,0,0,1,0,0,0,0,1,0
synthetic_Anthracnose_uploads_1510.jpg,1,0,0,0,0,0,0,0,1
synthetic_Die Back_Anthracnose_876.jpg,1,0,0,1,0,0,0,0,0
synthetic_Cutting Weevil_Die Back_913.jpg,0,0,1,1,0,0,0,0,0
synthetic_uploads_Anthracnose_1748.jpg,1,0,0,0,0,0,0,0,1
synthetic_Powdery Mildew_Gall Midge_850.jpg,0,0,0,0,1,0,1,0,0
synthetic_Gall Midge_Sooty Mould_1840.jpg,0,0,0,0,1,0,0,1,0
synthetic_Cutting Weevil_Sooty Mould_906.jpg,0,0,1,0,0,0,0,1,0
synthetic_Gall Midge_Die Back_1631.jpg,0,0,0,1,1,0,0,0,0
synthetic_Cutting Weevil_Die Back_473.jpg,0,0,1,1,0,0,0,0,0
synthetic_Healthy_Cutting Weevil_650.jpg,0,0,1,0,0,1,0,0,0
synthetic_Healthy_Powdery Mildew_596.jpg,0,0,0,0,0,1,1,0,0
synthetic_Die Back_Cutting Weevil_441.jpg,0,0,1,1,0,0,0,0,0
synthetic_Powdery Mildew_Bacterial Canker_1233.jpg,0,1,0,0,0,0,1,0,0
synthetic_Healthy_Sooty Mould_1920.jpg,0,0,0,0,0,1,0,1,0
synthetic_Sooty Mould_Healthy_1588.jpg,0,0,0,0,0,1,0,1,0
synthetic_Healthy_Powdery Mildew_773.jpg,0,0,0,0,0,1,1,0,0
synthetic_uploads_Cutting Weevil_43.jpg,0,0,1,0,0,0,0,0,1
synthetic_uploads_Bacterial Canker_1800.jpg,0,1,0,0,0,0,0,0,1
synthetic_uploads_Bacterial Canker_1137.jpg,0,1,0,0,0,0,0,0,1
synthetic_Die Back_Cutting Weevil_1258.jpg,0,0,1,1,0,0,0,0,0
synthetic_Bacterial Canker_Die Back_1612.jpg,0,1,0,1,0,0,0,0,0
synthetic_Sooty Mould_Healthy_169.jpg,0,0,0,0,0,1,0,1,0
synthetic_Gall Midge_uploads_59.jpg,0,0,0,0,1,0,0,0,1
synthetic_Sooty Mould_Die Back_1867.jpg,0,0,0,1,0,0,0,1,0
synthetic_Sooty Mould_uploads_1610.jpg,0,0,0,0,0,0,0,1,1
synthetic_Anthracnose_Healthy_1836.jpg,1,0,0,0,0,1,0,0,0
synthetic_Healthy_Anthracnose_1073.jpg,1,0,0,0,0,1,0,0,0
synthetic_uploads_Gall Midge_748.jpg,0,0,0,0,1,0,0,0,1
synthetic_uploads_Sooty Mould_896.jpg,0,0,0,0,0,0,0,1,1
synthetic_Anthracnose_Die Back_1268.jpg,1,0,0,1,0,0,0,0,0
synthetic_Sooty Mould_Gall Midge_1887.jpg,0,0,0,0,1,0,0,1,0
synthetic_Gall Midge_Sooty Mould_1955.jpg,0,0,0,0,1,0,0,1,0
synthetic_Bacterial Canker_uploads_841.jpg,0,1,0,0,0,0,0,0,1
synthetic_Bacterial Canker_Powdery Mildew_122.jpg,0,1,0,0,0,0,1,0,0
synthetic_Powdery Mildew_Sooty Mould_129.jpg,0,0,0,0,0,0,1,1,0
synthetic_Anthracnose_Die Back_301.jpg,1,0,0,1,0,0,0,0,0
synthetic_Die Back_Cutting Weevil_552.jpg,0,0,1,1,0,0,0,0,0
synthetic_Powdery Mildew_Cutting Weevil_1058.jpg,0,0,1,0,0,0,1,0,0
synthetic_Die Back_Cutting Weevil_174.jpg,0,0,1,1,0,0,0,0,0
synthetic_Bacterial Canker_Gall Midge_989.jpg,0,1,0,0,1,0,0,0,0
synthetic_Gall Midge_Sooty Mould_344.jpg,0,0,0,0,1,0,0,1,0
synthetic_Healthy_Die Back_1221.jpg,0,0,0,1,0,1,0,0,0
synthetic_Sooty Mould_Cutting Weevil_1633.jpg,0,0,1,0,0,0,0,1,0
synthetic_Powdery Mildew_Gall Midge_613.jpg,0,0,0,0,1,0,1,0,0
synthetic_uploads_Sooty Mould_875.jpg,0,0,0,0,0,0,0,1,1
synthetic_uploads_Cutting Weevil_18.jpg,0,0,1,0,0,0,0,0,1
synthetic_Healthy_Gall Midge_1900.jpg,0,0,0,0,1,1,0,0,0
synthetic_uploads_Die Back_858.jpg,0,0,0,1,0,0,0,0,1
synthetic_Healthy_Sooty Mould_713.jpg,0,0,0,0,0,1,0,1,0
synthetic_uploads_Powdery Mildew_1018.jpg,0,0,0,0,0,0,1,0,1
synthetic_Cutting Weevil_Sooty Mould_193.jpg,0,0,1,0,0,0,0,1,0
synthetic_uploads_Gall Midge_560.jpg,0,0,0,0,1,0,0,0,1
synthetic_Die Back_Sooty Mould_1428.jpg,0,0,0,1,0,0,0,1,0
synthetic_Powdery Mildew_Die Back_1016.jpg,0,0,0,1,0,0,1,0,0
synthetic_Gall Midge_Bacterial Canker_1531.jpg,0,1,0,0,1,0,0,0,0
synthetic_Die Back_Powdery Mildew_447.jpg,0,0,0,1,0,0,1,0,0
synthetic_Healthy_Gall Midge_1926.jpg,0,0,0,0,1,1,0,0,0
synthetic_Healthy_uploads_1769.jpg,0,0,0,0,0,1,0,0,1
synthetic_uploads_Powdery Mildew_1873.jpg,0,0,0,0,0,0,1,0,1
synthetic_Bacterial Canker_Die Back_1600.jpg,0,1,0,1,0,0,0,0,0
synthetic_Gall Midge_Powdery Mildew_1897.jpg,0,0,0,0,1,0,1,0,0
synthetic_uploads_Bacterial Canker_1094.jpg,0,1,0,0,0,0,0,0,1
synthetic_Healthy_Sooty Mould_1087.jpg,0,0,0,0,0,1,0,1,0
synthetic_Cutting Weevil_Gall Midge_1744.jpg,0,0,1,0,1,0,0,0,0
synthetic_Bacterial Canker_Cutting Weevil_94.jpg,0,1,1,0,0,0,0,0,0
synthetic_uploads_Gall Midge_1826.jpg,0,0,0,0,1,0,0,0,1
synthetic_Bacterial Canker_Powdery Mildew_539.jpg,0,1,0,0,0,0,1,0,0
synthetic_Powdery Mildew_Gall Midge_415.jpg,0,0,0,0,1,0,1,0,0
synthetic_Anthracnose_Die Back_566.jpg,1,0,0,1,0,0,0,0,0
synthetic_uploads_Sooty Mould_1629.jpg,0,0,0,0,0,0,0,1,1
synthetic_Healthy_Die Back_872.jpg,0,0,0,1,0,1,0,0,0
